"14","OBOG在线访谈之乐天开发职",,"### 简介

- 电器通信大学，博士
- 乐天DU(= Developing Unit)

--- 

**Q:** 说明会没去成会有影响吗?
 
**A:** 没有参加, 当时在台湾跨年,看完101花火,直接网站申请
 
**Q:** 一般群面会问什么问题,重点考察什么、应该做什么准备,前辈是怎么回答的? 
 
**A:** 1面是网上Web Programming, 然后通过乐天的网站进行【网络面试
，但是问题会提前发给大家, 让大家准备好。
 
**Q:** 进去之后压力会很大吗？
 
**A:** 据说很不大,因为很多外国人, 大家6点准时回家做饭
 
**Q:** 部门之间可以转换吗?晋升呢? 
 
**A:** 可，但是一般原则是同一部门工作三年以上
 
**Q:** 英语很差是不是很不利？ Business一般会先分配到什么部门和职种?
 
 **A:** 根据部门不同,如果这个部门的leader是日本人,那么工作语言就是日语,如果是外国人, 就是英语 

**Q:** 加班多吗? 

 **A:** 入社刚开始还好,基本上6:00 - 8:00 之间
 
**Q**: 福利待遇怎么样?
 
**A:** 工资比一般新卒要高, 早餐, 午餐, 晚餐免费!! 
 
**Q:**  终面之前有一次GD是不是?

**A:** 去年没有

**Q:**  面试的时候会不会问道其他志愿,比如说为什么选乐天为什么不是亚马逊?为什么不去阿里巴巴?
**A:** 没有被问到

**Q:** 被问到やりたいこと,两位是怎么回答的呢?

**A:** 我很直接的说,想做与smartphone有关的工作

**Q:** 2015招了多少人呢? 各部门分配是怎么样的? 尤其想知道乐天市场和乐天旅游的分配情况? 有多少外国人呢?

**A:** 3月份社的有大概300多人, 1:5差不多。关于分配的话,得入职之 后培训结束之后才能知道。

**Q:**  面试气氛很严肃吗?

**A:** 终面非常严肃,其他还可以
","七联就职社","http://qilian.jp/appointment/img/original/news-thumbnail-OBOG_rakuten_boy.jpg","131","0","no","2015-07-21 14:00:00","2015-10-23 10:42:35"
"15","OBOG在线访谈之乐天综合职",,"### 简介
- 早大美女，修士
- 乐天BU (= Business Unit) 

--- 

**Q:** 说明会没去成会有影响吗?
 
**A:** 没有影响, 没有参加任何的说明会

**Q:** 一般群面会问什么问题,重点考察什么、应该做什么准备,前辈是怎么回答的? 
 
**A:** 1面群面是3对1,当时是営業部若い美人,3个人里，一个中国人, 一个韩国人, 一个日本人; 一面一共30分钟, 每人主要问了一个问题,【頑張ったこと】然后会根据回答进行提问。
 
**Q: **  二面, 三面的问题及考察点？
 
**A: ** 
- 二面:中年男人,对【頑張ったこと】进行深挖, 会问你为什么来日本以及具体的【やるこ と】和 【成果】,并且有【逆質問】(重要到无法言喻!)
- 三面: 部長级别的老男人。非常了解中国,会问【経歴】,【来乐天想做什么】(深挖!), 考对【会社】的理解度。
- 终面: 4分钟,等待时间50分钟,以上!
 
**Q:** 进去之后压力会很大吗？
 
**A:** 据说会很大,其他的不清楚 
 
 
**Q:** 部门之间可以转换吗?晋升呢? 
**A:** 可以转换,考虑晋升要从consultant做起 (大部分) 
 
**Q: **Business职对于留学⽣生的要求,留学⽣生可以在哪⽅方⾯面进⾏行差别化?
 
**A: **
【BU】
1. 语言 
2. 成長意欲 
3. 了解中日两国,可以比较思考
 
**Q:** 英语很差是不是很不利？ Business一般会先分配到什么部门和职种?
**A:** ES只要提交TOEIC的成绩就好了,具体入社之后, 社内メールは【英語】,当然英语 差会有一些吃力。分什么部门和职中,看人品!
 
**Q: ** 加班多吗? 
 
**A:** 入社刚开始还好,基本上6:00 - 8:00 之间
 
**Q**: 福利待遇怎么样?
 
**A:** 工资比一般新卒要高 
 
**Q: ** 三木谷社长的书的读后感怎么写? 重视点,还有没有其他需要看的他写的书? 
 
**A:** 因为没有太多时间,先看⺫⽬目录,找到感兴趣的章节,联系 【アピールポイント】写 感想

**Q:** 乐天是传统日企得气氛还是偏外企、注重个人能力还是合わせる?

**A: ** 不是传统⽇日企,社⾧長说我们是【ベンチャー企業】,所以要拥有ベンチャー精神。

**Q:**  终面之前有一次GD是不是?

**A: ** 去年没有

**Q:**  面试的时候会不会问道其他志愿,比如说为什么选乐天为什么不是亚马逊?为什么不去阿里巴巴?

**A: ** 没有被问到

**Q:** 被问到やりたいこと,两位是怎么回答的呢?
**A: ** 帮助乐天再进入中国市场,当然可不可能是是另外一回事, 总之找到与业务相关的突破口,和自己的アピールポイント联系起来。

**Q:** 对方是怎么确认志望度的呢?被问了吗?
**A: ** 要有passion, 在终面的时候会问「意思確認」。

**Q:** 2015招了多少人呢? 各部门分配是怎么样的? 尤其想知道乐天市场和乐天旅游的分配情况? 有多少外国人呢?

**A:** 3月份社的有大概300多人, DU & BU1:5差不多。关于分配的话,得入职之 后培训结束之后才能知道。

**Q:**  面试气氛很严肃吗?
**A: ** 非常「和やかな」、这也是我选择乐天的主要原因。 

**Q:** 有被问到一下没反应过来的问题吗?
**A: ** 好像真的没有! 但是蛮有意思的是,  三问时, 被问「人生って、何だとおもいます か?」","七联就职社","http://qilian.jp/appointment/img/original/news-thumbnail-OBOG_rakuten.jpg","179","0","no","2015-07-20 09:00:00","2015-10-24 16:54:04"
"16","OBOG在线访问之アクセンチュア",,"###简介

- 明治大学，大学院
- 内定三家，一家ITコンサル、两家SE。
- 最终选择去accenture，职种SE.
- 2013届七联学员
---

**Q:**  Entry sheet的重视点，应做怎样的准备工作？

**A: ** 志望動機、個人経歴から学んだこと。筆記試験と一緒に考慮するので。这两点会看重，一面会被深入提问。前提是笔试也要过啦

**Q:** GD出什么样的题型

**A: ** 战略那边的小伙伴说当场给题目，8个人貌似，仅供参考,電子書籍を流行させる方法とか

**Q:**  关于Accenture社风，离职率

**A:** 社風は**hard work, hard play**。 詳しいの数字わからない。世間より低い。内定后做了几次社员访问，发现人都非常nice，会玩会生活。离职率也许大家听说高，一部分的确因为强度大，其实还有一部分是因为想出去创业的人不在少数。

**Q:** 为何在咨询业里会选Accenture？

**A: ** 喜欢Accenture这次名字！Accent+Future！意在未来！不过还有一个原因是好多外资咨询结束的挺早的... 还有一个就是考虑到埃森哲的强项还是IT，所有刚开始还是从SE出发，把基础打扎实了。以后可以去技术咨询或者战略

**Q:** 还面过其他咨询公司吗？

**A: **
-  外资：德勤，アクセンチュア
- 日资：富士通総研、日本総研、みずほ総研

**Q:** 没考托业对就职影响大吗？

**A: ** 全体からみると、あったほうがいい。一般日本人より高く、800点以上がいいかも。

**Q: ** アクセンチュア今回の〆切是2月3号，在那之后还会有新一轮的招聘么？

**A: **  ある。でも一回目で受けると、志望度が高いと見えるでしょう。しかも一回目の採用人数も多いし。

**Q.** どうしてアクセンチュア？他のコンサルティングファームとの違い？

**A: ** 世界での拠点が多い。グローバルの案件多い。经常听到有前辈去各国出差, 而且业务范围非常广。日本的几家在日本国内的案件多。外国人嘛，国际性的案件好发挥啦

**Q:** 是否能有回国工作的机会

**A: ** 有！和埃森哲中国关系挺密切,不过是长期驻在还是其他形式就不清楚啦,一般来说可以和公司商量的，会考虑社员的实际情况的

**Q:** 贵公司对外国人的升职待遇是如何有和日本人不一样的吗？

**A: ** 昇進などは正直わからないです。


###### 本文章由【七联就职】整理发布","七联就职社","http://qilian.jp/appointment/img/original/news-thumbnail-OBOG_accenture.jpg","120","0","no","2015-06-22 09:00:00","2015-10-24 00:04:25"
"18","说明会体验记之""GOOGLE见学篇""",,"我是通过一起上【七联就职】课程的小伙伴知道GOOGLE这次见学活动的。活动的名称是「理工系女子学生のキャリアイベント＠Google」因为是面向理系的女生，而且google是个很高大上的公司，所以就报名参加了（偷笑）。

时间是在周六的下午，地点在六本木ヒルズ GOOGLE办公楼。
当时参加活动的女生大概有70人左右，本科生，研究生都有，非计算机专业的理系女生很多。每6到7个人一组（因为后面有会一个小节是Group Discussion）。

具体流程如下：

- 首先是有一些在Google工作的妹子介绍了一下Google的情况，包括Google有多少名员工，Google在日本从事的事业，从中也第一次了解到日本的Google分社是Google在美国以外国家建立的第一个分社。

- 接下来的环节是是在Google分别担任技术和市场的员工的两个小演讲，介绍Google所承担的社会课题和具体的项目。第一个演讲主题是【Person Finder】。在2011日本大地震后，Google在不到两个小时内就发起了【Person Finder】，第二天就可以提供避难场所情报查找的项目。其实我认为这也是体现google社会责任的地方。

- 第二个演讲的主题是【未来へのキオク】，主要是关于大地震的东西和未来Google想做的事情。

- 再接下来就是参观Google的办公室，会议室，其中印象最深的就是Google的餐厅，很大的玻璃窗，视野很宽阔。吃饭的时候，还可以欣赏外面的风景，YY一下感觉很美好。最重要的是，Google的菜单每星期都会换。而且零食饮料免费!!!（吃货还等谁呢！）

- 最后一个环节就是Group Discussion。首先给了5分钟思考人类社会都面临什么样的问题。大家都写在tips上。然后把tips归类。然后给出了发表的时候要阐述的三个问题：

1. Choose one social issue.
2. Reason-why choose this issue
3. How to solve it

	然后开始小组讨论。期间有一些教授，在Google实习过的学生和获得Google奖学金的学生在附近围观，你如果有问题可以找他们聊聊。

- 最后就是三分钟的发表时间。

- GD完毕后，就是在Google实习的学生和获得奖学金的学生在聊自己参加的项目。

整个活动给我的最大感受就是，每一个人虽然都相貌平平，但是却都有着自己的执着和坚持，所以我个人十分想进这家公司！

以上就是我想分享的，祝大家就职愉快，大家一起努力！

###### 作者：东京工业大学修士1年纪Ms.Z
","七联就职社","http://qilian.jp/appointment/img/original/news-thumbnail-xuanjianghui.jpg","80","0","no","2015-06-23 09:00:00","2015-10-21 20:39:39"
"19","合同说明会体验记之“キャリアビジョン篇”",,"12月2日参加了キャリアビジョンtype举办的就职说明会，由于个人原因，总体收获不是很大。在这里把自己听的几家公司跟大家分享一下。


###**ワークスアプリケーションズ(works applications)**
WA是家IT咨询公司，近年来他家的internship非常受欢迎。internship为20天，完全是个人作业，没有人指导和讨论，最后优胜者有45万的报酬，并且有内定直结制，欢迎有挑战精神和有创造力的同学去试试。

做presentation的人事担当是慶応毕业的，语速和反应力惊人。按照他说的，WA是日企里少数的注重个人创造力的公司。需要的是有想象力，思考力，解决问题能力的人才。感觉社风属于非常有活力，对职员没有制约，支持社内结婚，只要工作有成果万事皆可的feel，工作比较有挑战性。

--- 

###  **IBM JAPAN**
毕竟是外资，对英语还是有一定的要求的。可能我听的是ITスペシャリスト的presentation，恰巧又是个声音小的娘炮的男社员，使我对IBM没什么好印象，完全没有印象中的外资的open有活力的赶脚。。。。。。

--- 

###  **ユニ・チャーム**
主要关于トイレトメーカー、pet care事業、オムツ的公司，因为海外的市场份额比较大，而且未来将在中国更大的展开事业发展，所以比较吸引留学生。做marketing的一个女社员介绍了一下她的工作内容

  - 考虑商品的机能，包装设计

  - 商品的宣传手段的考虑。

  - 营业提案（店内陈列，CM）

  - 商品开发（价格，市场环境调查，消费者使用反馈的收集）等，当然客户对象为病院、小売業等。为BtoB。觉得メーカー的市场营销职位大概都这种性质了吧。
  
 
--- 

###  **P&G Japan**
非常有魅力的一个优质外资企业，社员都有一种海归的派头，非常年轻，非常干练。也不用我多说了，大家梦寐以求的外资メーカー。绝对的能力者的摇篮。。。。。。但也难得，社员非常的亲和，干练，活力四射，从人事担当的个人风格来看就非常吸引人加入他们的团队！

--- 

###  **GE**
人事担当的风格比较女强人，稍有些距离感。但是外资风格十足，公司有leadership program（80%为在实际工作中学习，20%为研修），通过你的成长和业绩表现来评价。由于我没有听到具体的工作内容介绍，所以只是觉得很憧憬，但是不会像P&G那么吸引人。

--- 

###  **豊田丰商**
历史悠久的日本大商社。人事担当的印象是非常典型的商社type，口才好，反应快，干练帅气。据他所说，本公司离职率非常低，公司注重【商魂】，需要有创新力，团队合作能力，以及投资家mind的人材。同时海外投资的项目比重也非常多，还是非常吸引海外志向的学生的。

以上是我听过presentation的公司。

--- 

今后大家还要参加很多的说明会，对我来说这是我正式参加的第一场，总体感觉是慌乱，疲惫，期间一直有想走的冲动。具体原因如下：

- 事前没有仔细研究过参展的企业，到场后目标不明确，时间有限，所以尽可能先奔着自己感兴趣的企业去。

- Q&A环节想不到问题，哪怕事先想一些共通的问题也好，看看各家人事会给什么意见供自己参考。也会给人事留下一些印象？wwww

- 疲惫不堪体力不支。说明会的时间搭配真的很重要，算好感兴趣企业的presentation时间，最好能抢到靠前的位子坐着听，这样既省力又听的仔细。要不然几场下来就脑缺氧要晕了。。。。。。

- 没伙伴太孤单。最好能有小伙伴一起去，互相交换意见，互相鼓励，否则到最后会心累，体累，想回家。能多听一家是一家，要撑到最后才不白来。

以上就是我想分享的，祝大家就职愉快，大家一起努力！
Good Luck! 

--- 
###### 本文内容由【七联】学员分享。
###### 作者：中央大学商业贸易修士1年纪Ms.Z","七联就职社","http://qilian.jp/appointment/img/original/news-thumbnail-xuanjianghui.jpg","90","0","no","2015-06-23 16:00:00","2015-10-24 06:15:21"
"20","七联学员求职经历之内定AEON篇",,"#### 简介

- 国内经济学部毕业，高崎经济大学大学院环境经济学。
- 学日语，2013年12月过N1
- TOEIC 830
- 一篇国际论文发表
- 内定先: 大手Maker Y社

经过半年的就职活动，终于在9月中旬拿到大手内定，结束了就职活动。

我是抱着在日本就职的心情来日本留学的，也就是说一开始就很坚定地想留在日本，不想回国。虽然目标很明确，意志很坚定，但是一开始完全不知道想进什么业界，想做什么职种。由于学校的研究，我在3月初才开始就职活动，这个时候的我对就活一无所知，不知道进什么业界，不知道做什么职种，也没有感兴趣的公司，只是想在日本找份工作而已，看到大家都开始就活了，我就迷迷糊糊地开始参加说明会。

一开始把目标定在了商社，因为觉得英语是我的优势。但是后来发现商社光英语好远远不够，落了一些商社后又开始把目标定在maker。Maker过了一些公司的选考，其中有家公司进了最终面，就在以为就活要结束的时候，在终面落了。这里 要感谢七联的熊迪老师，当时给了我宝贵的建议和帮助。后来听说IT业界好进，招留学生多，于是把目标定在了IT，但是我本身对IT完全没有兴趣，几乎在书类选考就都落了。然后就又回到了商社和maker的选考中。

到了7月底参加了七联的一个座谈会，这个座谈会对我影响非常大，因为在座谈会上认识了在后来的就活中对我帮助特别特别大的姗姗同学。座谈会过后，我参加一家商社的最终面，很不幸落了。

于是我开始反省，觉得到目前为止的失败有2大原因。

1. 【心理上在逃避就活这件事】。虽然很坚决的想留在日本，绝对不要回国，但是心理和行动上都在逃避就活，不想去面对这件事，所以我觉得首先我得改变自己的心态。
2. 【面试的技巧】，技巧很重要，但是我经历很少，靠自己的话太耗费时间，于是这个时候我求助了**七联**。在8月的时候我选定了3家公司，2家大手maker，1家大手零售业。通过朋友的介绍，联系到了七联的Vivian老师帮忙做ES修改和模拟面接。Vivian老师真的非常厉害，模拟面试过后觉得整个人被提升了一个档次。而且Vivian老师也特别的负责人，每次模拟面试的时间是一个小时，但是我们总会聊到1.5个小时甚至更久。 **我可以很肯定的说没有Vivian老师的指导我是拿不到现在的内定的。** 经过了Vivian老师的面试****指导以及七联的其他辅助，还有2个好朋友的帮助，以及自身的努力在9月中旬拿到现在的内定。

就活的这半年很辛苦，但是这是决定今后人生的半年，回过头来看觉得吃的这些苦都是值得的。等价交换嘛，用痛苦和努力换取好的工作是理所应当的。

> 最后感谢七联，感谢所有帮助我的人们。新的人生现在才刚刚开始。
","陈晓慧","http://qilian.jp/appointment/img/original/news-thumbnail-column-shukatsuexp.jpg","113","0","no","2015-06-24 08:00:00","2015-10-24 19:31:03"
"21","七联学员求职经历之上智大学OG",,"#### 个人简介

- 国内文科，日语专业
- 上智大学经济学大学院，来日两年
- 三家大手IT公司内定


首先是金融吧，不管什么みずほ証券，日興証券，りそな銀行，新生銀行，横浜銀行 三井住友カード 都进行了网申，不是进了面试就是小组讨论，可是基本一面都掉了。

后来报名了日本的メーカー 和小売業大部分一面也掉了。而这时差不多已经6、7月份了，我还是没有拿到内定，这个时候其实不少人都已经筋疲力尽了，付出那么多竟然没有回报。

7月我主要去忙论文的中期发表、没有怎么去弄就职活动。而7月份研究室已经有一些人拿到了内定。

8月份已经相当晚了，这个时候大手已经不多，在日本一直听说IT业界比较好进，所以虽然我是文科生，决定还是去试一试。于是8月报了大约6家IT，2家メーカー。**IT其中三家笔记考试就掉了，剩余三家都进了最终面试，也都拿到内定了。**

**其实8月之前我报名了60多家公司，面了40家，几乎一面就掉。**  简直就是一面杀手。不过我倒是积累了相当多的面试经验，被问过各种各样的问题。可是为什么一直走不到终面呢。

我觉得原因是这样的: 

- 第一是论理性逻辑思维不强
- 第二是志愿度不高, 就职的欲望不强。

解决第一个问题靠万变不离其宗，有一条轴心，例如问 ""为什么IT? 为什么我们公司? 为什么不是其他公司?"" **我的回答都离不开成长和'国际化'三个字**。 因为IT具备专门性能成长还能国际化 ，因为我在贵公司能成长能活跃于国际化舞台，因为和别的公司比贵公司更国际化更能成长。这样就符合了面试中的论理性和一贯性。

**第二个问题要不断暗示自己就要在日本工作，今年找不到明年接着找。要有虽千万人吾往矣的觉悟，这样面试官能感受到你就职的强烈意愿。** 我还准备了入社前需要学习什么、贵公司对留学生期待之类的逆问题，既谦卑又能让人事觉得你进入公司意愿强烈。

在此尤其感谢七联在4、5月份时候一直即时发布大手公司选考信息，虽然我PANASONIC二面记错时间错过了，也感谢七联之后不断发布各种就职信息和企业面试情报，同时，也特别感谢 【七联Line群组】里面就职的小伙伴们提供的各种选考情报，因为这些我才没有放弃，一直坚持到了最后! 

我觉得自己运气还是不错的，赶上安倍经济学日元贬值既而日本企业大量扩招。然后8月的时候大牛已经拿到各种大手内定不会再跟我抢工作了，最后拿到一个新卒年薪500万的内定。

最后，想推荐一下即将就职的后辈们，在你就职的过程中，需要那么一群人陪你一起苦恼，需要有一个像七联一样的组织，为你提供情报，并且提供各种必要的帮助，这样我们才会无相扶持，坚强的倔强道最后。

这不是结束，只是又一个开始。人永远在旅途上，所以从不轻言放弃。","C同学","http://qilian.jp/appointment/img/original/news-thumbnail-column-shukatsuexp.jpg","111","0","no","2015-06-24 17:00:00","2015-10-24 17:27:44"
"24","七联原创'面接'系列之第四篇: 自我介绍的成败 (一)","面试的本质只需要完美的表达“自我介绍”！面试官通过你的自我介绍来了解你到底是什么样的人。","> 面试的本质只需要完美的表达“自我介绍”！
> 面试官通过你的自我介绍来了解你到底是什么样的人。
 
 
### 在做自我介绍时，什么是不应该说的内容？

> 我的沟通能力很强，有很好的协调能力，性格开朗，能吃苦耐劳”。

实际上面试的时候，99%的应聘者会这样表达，但实际上这样说是不对的。如果99%的应聘者会犯这样的错误，而你没有犯这个错误，那你就是那1%的突出人才。

很多应聘者以为面试的时候表达自己“我的沟通能力很强，有很好协调能力，性格开朗，能吃苦耐劳” 等等这么多的优点会有很多企业想要他，企业会想要快点录取他，不然他会被其他公司抢先录取。

但其实这样想的就只有他本人，而企业并不是这么想的。对于应聘者这样的自我介绍，**面试官心里的实际想法是“又来了!”。** 在他的心里其实已经把你拉黑名单了，他们听过太多类似的自我介绍，到最后只会对你什么印象也没有，而且会感到很无聊。

问题出在哪里呢？就是你的自我介绍**""太抽象“ """"太主观"" ""太多了""。**你自己评价自己有这样的能力那样的能力，但面试官凭什么相信你说的话？
 
 
### 你把各种各样的经验都说出来是有利的吗?

> 我的兴趣是读书、看电影、听音乐、看动漫、攀岩、踢足球和旅游，另外还在学习英语和会计… 第一份工作是广告销售，跟着上司拜访客户，谈广告费，和客户商洽广告内容，广告费结算，第二份工作是…”

有些人喜欢把所有的爱好或者经验都说出来，你想表达的是“我是有这么多经验的人”，但是对面试官来说，听你说这么多内容会觉得没有任何重点，更加不会留下什么深刻的印象。

### 你是打算把出生以来几十年的经历都告诉面试官吗？

但面试官没有时间听你几十年的故事，也根本不需要把你的经历都一一说出来，你应该: 

- 集中在一个主题上
- 挑选最有意思的经验
- 最能表达你性格
- 最好有具体的数字说明 (特别重要!)

**注意把你要表达的主旨放在前面，** 有些人的解释很长但结论不明确，说了很久才说出他的结论，这样对方听着也会很糊涂，不明白这个人到底想说什么？ 不单单是面试的场合，在职场上这样的说话方式也很重要，记住把你的结论放在前面。

其实有些日本人（尤其是较年长者）说话的时候也听不出他的结论在哪里，也许他本人也没发现这个问题，你不要去效仿这类同事的说话方式。

**记住了！话题集中在一个主题上，要说的结论放在前面，这样才会给面试官留下深刻印象。**","七联就职社","http://qilian.jp/appointment/img/original/af1aa2235dc7d011218441acbf8f4a21.jpg","87","0","no","2015-06-27 18:00:00","2015-10-24 12:49:15"
"25","七联原创'面接'系列之第二篇：合格的求职意向","求职意向＝志望動機、面试官会问你「弊社を志望した動機は何ですか？」","> 求职意向＝志望動機、面试官会问你「弊社を志望した動機は何ですか？」
 
### 求职意向只是赞美对方公司就可以了吗？

｢我社に応募した理由は何ですか？｣（为什么应聘我们公司呢？）。

如果应聘者是应届毕业生或工作经验不多的人，企业会问到这个问题的概率很高。

｢御社は業界トップで、魅力的な商品があり、活気があって…｣
（贵公司是这个行业里排名最前面的公司，产品也很有魅力，公司内部也很有活力…）。

像这样赞扬对方公司的回答有很多，但是求职意向并不是只说赞扬对方公司的话就可以了。

｢御社の将来性や社風が素晴らしく…｣（贵公司的发展前景很好，公司的气氛也不错…）

**这样回答也根本是不对的!!!**

你以为你对面试官说赞美对方公司的话，面试官就会高兴，就会面试顺利通过吗？这是不理解面试本质的人的想法。

对面试官来说这样的赞美已经听了好几次了，心里只会想：“啊，又是这种回答。” 而且既然要赞美的话，那要独特的赞美才有亮点，而很多人的赞美都差不多，这样是不会给面试官留下什么印象的。

面试就是一种自我推销的时间， “我可以为贵社的销售业绩做贡献，

你不录用我会是公司的损失。”  应该这样推销你自己，只是赞扬对方公司不是一种自我推销，求职意向不是要表达“贵社的发展性”而是应该表达出“你的发展性”。
 
### 想不出适合对方公司的求职意向怎么办？

对方问你：“选择我们公司的理由是什么？”
还是要说“贵社的发展性…”　这类的回答。坦白说，只是感觉那个公司还不错对吧。

但说实话“只是感觉那个公司还不错”的话，这样的回答当然是不及格的。

那么如何有逻辑的找到‘这个感觉好’的理由吗？  再去看看公司的介绍和求人情报。

还有回答说：“贵社的福利待遇很好。”也是不对的。你选择这个公司的理由就是求职意向。

> 那么求职意向是什么呢？
> 就是“你进入这个公司以后想要做什么”。

所以因为福利待遇好这类的回答是不正确的。“我加入贵公司后，可以为你们开拓华东地区二、三线城市的市场。我有这方面的开拓资源 … 这个会为你们的销售带来增长。所以你不录用我的话会是你们公司的损失。

”要像这样来推销自己。当然企业并不指望刚入社的人能否实现他的提议和想法，企业重视的是这个人是不是会积极认真思考以后自己要从事工作的人。
 
 
### 不应该说的求职意向

求职意向不是“我喜欢那个公司的原因”! 

可能你会这样说吧：“贵公司的海外部门拓展很好，公司也有很多贡献社会的公益活动，是很有发展前景的企业。而且员工的培训制度也非常完善，我想在这样好的企业环境下工作，相信我会有所成长，所以来应聘贵公司的这个岗位。”

这样说是不对的，为什么呢？

因为从面试官的角度他是这样想的： “我很了解你想被我们公司录取司。我们是全球性的品牌企业具有很高的知名度，的确很有发展前景，培训制度也很完善。而且薪资待遇很好，了解了解。不过这样说的人太多了，听着都觉得厌。

到底你有什么样的魅力呢？ 和别人相比较你具有什么优势呢？ 我们要选择你的理由是什么呢？快点告诉我！”

总之你说的内容就是“这个公司对你来说条件很不错”。就好比找不到结婚对象的人一样，你择偶的要求很高，但你的条件对对方来说有吸引力吗？凭什么要选择你呢？所以你说的内容都只是你要的条件而已，**并没有考虑企业要招聘你的理由！**
 
### 求职意向就是自我推广

 为了吸引面试官，求职意向内容就是一种“自我的推广”，告诉面试官“选择你没错的！”
 
「自分は○○業界の特に△△に関心を持ち知識やスキルを磨いてきました。そんななか御社の業務はまさに自分の得意分野で、好きな分野だから頑張れます。しかも高いレベルにあると自負する知識やスキルを存分に発揮できる会社だと思うから志望しました」 

“我非常关注**行业的**（技术），所以我自我学习了这方面的知识和技术。因为贵公司的业务正是我所擅长的方面，而且我也很喜欢，所以我肯定会努力一直工作下去的。并且你们公司也有可以让我的高水平技术发挥的空间，所以我来应聘了。”

 以上的求职意向表述包含了两层含义：
 
> “我对这个业务很擅长而且很喜欢，所以我会认真工作下去。“
> “我的知识和技术对公司的发展一定会有贡献。“
","七联就职社","http://qilian.jp/appointment/img/original/af1aa2235dc7d011218441acbf8f4a21.jpg","82","0","no","2015-06-26 15:00:00","2015-10-24 17:06:16"
"26","七联原创'面接'系列之第三篇: 在你坐下来的时候已经决定面试的成功与否","可能你觉得很不可思议，但其实在你坐下来的时候实际上面试的结果已经决定了。","### 1.最重要的关键点是“姿势”

#### 可能你觉得很不可思议，但其实在你坐下来的时候实际上面试的结果已经决定了。

比如坐下来的姿势不好或者眼神飘忽不定的人，他的说话和思路也是乱七八糟的。在整个面试过程中，你给面试官无论举止还是言行都是同样不好的印象。就好比电影中的英雄和反派人物唯一的差别你知道是什么吗？ 就是“姿态”。

英雄的姿态是很正气的，坏人的姿态是很猥琐的。所以人物的“姿态”早就决定了电影中的胜负结果。面试也是同样的道理，所以在你坐下来的时候已经决定你面试的成功与否。

面试合格的人的姿势一定是好的，如果你姿态端正的话，视线也会稳定，给面试官也会留下可靠的印象。所以大家在面试的时候一定要注意自己的姿态的好坏。
 

### 2.你要拿出笔记本和笔

#### 大部分人在面试或者商务谈判的时候都没有拿出笔记本和笔的习惯。

其实这一点面试和商务谈判是一样的。我在商务场合看对方是不是可以信赖，就是根据他有没有用笔记本记下来来判断的。这其实是很基本的工作态度，但连这个很简单的态度也有很多人不能做到。

有些人说“我会全部记在脑子里的。用记事本把事情记下来的人说明他是没什么记性的人”，这真的是完全没有根据的观点。**人类是容易健忘的生物，如果没有用记事本把事情记下来，会让对方无法产生信赖感。** 把事情用记事本记下来，是社会工作中“最基本的态度”。

当然，不需要全部记下对方说的话，关键是当你把笔记本拿出来的时候，
表明了“我在认真听你说话”的一种态度。所以在面试时，当你坐下来以后，要尽快拿出笔记本，重要的事情你要记下来，这样面试官会对觉得你是有别于其他应聘者，会留下较深刻的印象。
 

### 3.服装
#### 关键是要清爽

无论男女的发型注意要把额头露出来。眼镜不可以有污迹。尤其是破损的眼镜，你会马上出局的。长发的女生要把头发束起来。妆容的话应该淡妆。千万不要指甲长长的，鼻毛露出来，肩膀上有头皮屑，衬衫皱皱的。

>  [请参考面试着装页面](http://www.qilian.jp/appointment/post/detail/27)
 
有个日企老板感叹说求职者穿很休闲的衣服来面试，他问求职者“为什么穿的那么随意?”求职者说“你是看人的外表来判断别人的么？” 老板回答“当然了。因为初次面试的时间很短。穿着正规的人才让人有信赖感。”

所以，对于穿着没有什么讲究的人，给对方老板的印象是“对工作也不会认真的”。其实注重自己穿着，是很简单的事情，你都能做到！所以你要好好关注一下自己的面试穿着。
 

### 4.利用最后的提问机会，让面试官更想录用你的“致命”提问
 
-  ｢もし内定を頂いた場合、私が入社までに学んでおくべき事があれば是非教えてください。｣（如果我被录取了，请告诉我在入社前有什么需要我事先学习的地方。）

-  “现在自身不足的地方，希望在入社前提高自己”有这样为新的公司考虑的想法，会给面试官带来好印象。
 
- ｢今後どのようなスキルを身につければ、仕事に役立ちますか？｣
 
考虑入社后怎样的工作技能可以为公司做贡献，想要提高自身工作技能以及为公司做贡献，这样的想法会给面试官留下好印象。","七联求职社","http://qilian.jp/appointment/img/original/af1aa2235dc7d011218441acbf8f4a21.jpg","53","0","no","2015-06-27 09:00:00","2015-10-24 10:25:01"
